Tiếng Anh,Tiếng Việt,retrieve,lấy
Tiếng Anh,Tiếng Việt,entity,thực thể
Tiếng Anh,Tiếng Việt,semantics,ngữ nghĩa
Tiếng Anh,Tiếng Việt,inferred,suy ra
Tiếng Anh,Tiếng Việt,infers,suy luận
Tiếng Anh,Tiếng Việt,streamline,sắp xếp
Tiếng Anh,Tiếng Việt,consider,xem xét
Tiếng Anh,Tiếng Việt,ordinary,bình thường
Tiếng Anh,Tiếng Việt,interact,tương tác
Tiếng Anh,Tiếng Việt,enumerable,đếm
Tiếng Anh,Tiếng Việt,exclusion,loại trừ
Tiếng Anh,Tiếng Việt,terms,các điều khoản
Tiếng Anh,Tiếng Việt,typically,thường
Tiếng Anh,Tiếng Việt,determine whether,xác định xem
Tiếng Anh,Tiếng Việt,determine,xác định
Tiếng Anh,Tiếng Việt,unwieldy and difficult to test and maintain,cồng kềnh và khó khăn để kiểm tra và duy trì
Tiếng Anh,Tiếng Việt,be tempting to use,được hấp để sử dụng
Tiếng Anh,Tiếng Việt,unreliable if used alone,không đáng tin cậy nếu được sử dụng một mình
Tiếng Anh,Tiếng Việt,presence,hiện diện
Tiếng Anh,Tiếng Việt,constraints,ràng buộc
Tiếng Anh,Tiếng Việt,mechanisms,cơ chế
Tiếng Anh,Tiếng Việt,associations,sự kết hợp
Tiếng Anh,Tiếng Việt,entire,toàn bộ
Tiếng Anh,Tiếng Việt,they just represent the current state of the database,họ chỉ đại diện cho trạng thái hiện tại của cơ sở dữ liệu
Tiếng Anh,Tiếng Việt,mighty,mạnh
Tiếng Anh,Tiếng Việt,prior to updating data,trước khi cập nhật dữ liệu
Tiếng Anh,Tiếng Việt,subsequent,tiếp theo
Tiếng Anh,Tiếng Việt,problems occur,vấn đề xảy ra
Tiếng Anh,Tiếng Việt,scaffolding,giàn giáo
Tiếng Anh,Tiếng Việt,dominate,chiếm ưu thế
Tiếng Việt,Tiếng Anh,lồng vào nhau,nested
Tiếng Anh,Tiếng Việt,responsible for providing,trách nhiệm cung cấp
Tiếng Anh,Tiếng Việt,Digging Deeper,đào sâu
Tiếng Anh,Tiếng Việt,scale,quy mô
Tiếng Anh,Tiếng Việt,curly braces,dấu ngoặc nhọn
Tiếng Anh,Tiếng Việt,manipulate your database,thao tác cơ sở dữ liệu của bạn
Tiếng Anh,Tiếng Việt,evolve your database schema over time,phát triển giản đồ cơ sở dữ liệu của bạn theo thời gian
Tiếng Anh,Tiếng Việt,Plural with underscores separating words,Số nhiều với gạch từ tách
Tiếng Anh,Tiếng Việt,Activerecord was described by Martin Fowler,Activerecord được mô tả bởi Martin Fowler
Tiếng Anh,Tiếng Việt,implicit conversion,chuyển đổi ngầm
Tiếng Anh,Tiếng Việt,figure out,tìm ra
Tiếng Anh,Tiếng Việt,"interactively, non-interactively","tương tác, không tương tác"
Tiếng Anh,Tiếng Việt,prevents,ngăn chặn
Tiếng Anh,Tiếng Việt,use-cases,"sử dụng, trường hợp"
Tiếng Anh,Tiếng Việt,form markup can quickly become tedious,hình thức đánh dấu có thể nhanh chóng trở nên tẻ nhạt
Tiếng Anh,Tiếng Việt,essential interface,giao diện cần thiết
Tiếng Anh,Tiếng Việt,transmitted,truyền
Tiếng Việt,Tiếng Anh,phù hợp,accordant
Tiếng Việt,Tiếng Anh,không hiệu quả,inefficient
Tiếng Anh,Tiếng Việt,jar,chai
Tiếng Anh,Tiếng Việt,will be necessary,sẽ là cần thiết
Tiếng Anh,Tiếng Việt,you plan to work on other files,bạn có kế hoạch để làm việc trên các tập tin khác
Tiếng Việt,Tiếng Anh,năng suất,productivity
Tiếng Anh,Tiếng Việt,please be aware,xin vui lòng lưu ý
Tiếng Anh,Tiếng Việt,find out how easy it's,tìm ra dễ dàng như thế nào
Tiếng Anh,Tiếng Việt,It would be great if,Nó sẽ là tuyệt vời nếu
Tiếng Anh,Tiếng Việt,a little bit more about the,hơn một chút về
Tiếng Việt,Tiếng Anh,KHông có gì nghiêm trọng xảy ra,Nothing serious happened
Tiếng Anh,Tiếng Việt,as soon as possible,càng sớm càng tốt
Tiếng Anh,Tiếng Việt,wants to contribute,muốn đóng góp
